Sample	Type	miRNA	Position	Edited	Unedited	Editing_Level	LCI	UCI	p_value
6276	CLL	hsa-miR-29a-3p	22	366	11633	0.0305807849345888	0.0275752314902034	0.0337345042559868	0.0033996600339966
6276	CLL	hsa-miR-6503-3p	7	27	29	0.482758620689655	0.356296487194426	0.610347822372684	9.99900009999e-05
6286	CLL	hsa-miR-5100	4	19	20	0.48780487804878	0.338017813737235	0.638719864735938	9.99900009999e-05
6286	CLL	hsa-miR-29a-3p	22	173	5462.5	0.0308647450110865	0.026510264955345	0.0355343862201274	9.99900009999e-05
6286	CLL	hsa-miR-29c-3p	22	18	402	0.0450236966824645	0.0273869917485876	0.0667318822118284	9.99900009999e-05
6355_1	CLL	hsa-miR-1260b	9	10	0	0.916666666666667	0.715085847081846	0.997701027786186	9.99900009999e-05
6355_1	CLL	hsa-miR-1260b	18	10	0	0.916666666666667	0.715085847081846	0.997701027786186	9.99900009999e-05
6355_1	CLL	hsa-miR-5100	4	14	20	0.416666666666667	0.263227235698817	0.5788822781179	9.99900009999e-05
6355_1	CLL	hsa-miR-29a-3p	22	348	11951.5	0.0283705239198472	0.0255100285733018	0.0313762448081314	0.0021997800219978
6355_1	CLL	hsa-miR-29c-3p	22	43	1493.5	0.0285992850178746	0.0208691262569978	0.0374885763174491	9.99900009999e-05
6419	CLL	hsa-miR-29c-3p	22	45	1289	0.0344311377245509	0.0253350573417253	0.044845658986634	0.0062993700629937
6419	CLL	hsa-miR-1260b	9	12	0	0.928571428571429	0.752947361999529	0.998054371502653	9.99900009999e-05
6419	CLL	hsa-miR-1260b	18	12	0	0.928571428571429	0.752947361999529	0.998054371502653	9.99900009999e-05
6419	CLL	hsa-miR-5100	4	14	44	0.25	0.14982077916894	0.365949890056237	9.99900009999e-05
6419	CLL	hsa-miR-29a-3p	22	448	13769	0.031577466769815	0.0287661983035082	0.0345135274605037	0.0013998600139986
6488	CLL	hsa-miR-29c-3p	22	12	651.5	0.019534184823441	0.0104568931639831	0.0313322516911045	9.99900009999e-05
6488	CLL	hsa-miR-29a-3p	22	119	5969.5	0.0197028158607668	0.0163646071093213	0.0233396285592686	0.0088991100889911
6534	CLL	hsa-miR-423-5p	3	9	823	0.0119904076738609	0.00577136829435199	0.0204105116190859	9.99900009999e-05
6534	CLL	hsa-miR-423-5p	9	9	823	0.0119904076738609	0.00577136829435199	0.0204105116190859	9.99900009999e-05
6534	CLL	hsa-miR-423-5p	11	9	823	0.0119904076738609	0.00577136829435199	0.0204105116190859	9.99900009999e-05
6534	CLL	hsa-miR-423-5p	17	9	823	0.0119904076738609	0.00577136829435199	0.0204105116190859	9.99900009999e-05
6534	CLL	hsa-miR-29a-3p	22	93	3707	0.0247238295633877	0.0200297751600196	0.0298911567007863	9.99900009999e-05
6534	CLL	hsa-miR-29c-3p	22	17	741	0.0236842105263158	0.014114419391603	0.0356196025604685	9.99900009999e-05
6667	CLL	hsa-miR-29a-3p	22	123	4623	0.0261162594776748	0.0217725584670933	0.0308378922941276	9.99900009999e-05
6667	CLL	hsa-miR-29c-3p	22	23	1192	0.0197206244864421	0.0126856930711598	0.0282464851799209	9.99900009999e-05
6685	CLL	hsa-miR-29a-3p	22	71	2464	0.0283799763500197	0.0222791695956229	0.0351844420551007	9.99900009999e-05
6685	CLL	hsa-miR-29c-3p	22	41	1145	0.0353535353535354	0.0256178761126581	0.0465687608052969	9.99900009999e-05
6704	CLL	hsa-miR-5100	4	30	34	0.46969696969697	0.35145968076083	0.589674925983388	9.99900009999e-05
6704	CLL	hsa-miR-29c-3p	22	52	2697	0.0192657215557979	0.0144690901613547	0.024723569781851	9.99900009999e-05
6704	CLL	hsa-miR-29a-3p	22	124	7616	0.0161456987858435	0.0134586821876571	0.0190693652382053	9.99900009999e-05
6735-6	CLL	hsa-miR-29a-3p	22	127	4107	0.0302171860245515	0.0252761712887117	0.0355781573605172	9.99900009999e-05
6735-6	CLL	hsa-miR-29c-3p	22	21	601.5	0.0352281825460368	0.0222423254201553	0.0510254784588215	9.99900009999e-05
6813	CLL	hsa-miR-6503-3p	7	33	46	0.419753086419753	0.315109765452342	0.528151659574795	9.99900009999e-05
6813	CLL	hsa-miR-29c-3p	22	52	1133.5	0.0446315789473684	0.0336363823302576	0.0570779323135969	9.99900009999e-05
6813	CLL	hsa-miR-5100	4	10	13	0.44	0.255530201994746	0.633569354343638	9.99900009999e-05
6813	CLL	hsa-miR-29a-3p	22	282	8022.5	0.0340697044483236	0.0302761753975568	0.0380756981535528	0.0036996300369963
6816_1	CLL	hsa-miR-29c-3p	22	38	1120.5	0.033606204222318	0.0240250594615704	0.0447074758960876	9.99900009999e-05
6816_1	CLL	hsa-miR-29a-3p	22	236	7173	0.0319794899473755	0.0280950263171327	0.0361031485922541	9.99900009999e-05
6894	CLL	hsa-miR-29c-3p	22	37	803	0.0451306413301663	0.0321703712252035	0.0601343562895191	9.99900009999e-05
6894	CLL	hsa-miR-29a-3p	22	272	6789	0.0386521308225966	0.0342820416306092	0.043269632463137	9.99900009999e-05
6894	CLL	hsa-miR-1260b	9	19	10	0.645161290322581	0.471879955210119	0.800701374987965	9.99900009999e-05
6894	CLL	hsa-miR-1260b	18	19	10	0.645161290322581	0.471879955210119	0.800701374987965	9.99900009999e-05
8175	CLL	hsa-miR-5100	4	10	14	0.423076923076923	0.244023665147208	0.61334650374316	9.99900009999e-05
8175	CLL	hsa-miR-29a-3p	22	218	9952.5	0.0215286311132957	0.0187985199316684	0.0244368887370374	0.0031996800319968
8213	CLL	hsa-miR-29c-3p	22	36	1163	0.0308076602830974	0.021800487941025	0.0412923499847063	9.99900009999e-05
8213	CLL	hsa-miR-29a-3p	22	197	6203	0.0309278350515464	0.0268280065671794	0.035305164507237	0.0031996800319968
8213	CLL	hsa-miR-5100	4	10	11	0.478260869565217	0.282210520938093	0.677895245446828	9.99900009999e-05
8409_1	CLL	hsa-miR-5100	4	20	16	0.552631578947368	0.39488442141776	0.705126871771355	9.99900009999e-05
8409_1	CLL	hsa-miR-1260b	9	15	12	0.551724137931034	0.371793628612096	0.724891439703404	9.99900009999e-05
8409_1	CLL	hsa-miR-1260b	18	15	12	0.551724137931034	0.371793628612096	0.724891439703404	9.99900009999e-05
8409_1	CLL	hsa-miR-29c-3p	22	56	1797.5	0.0307194826192401	0.0233605390000188	0.0390355396272883	9.99900009999e-05
8409_1	CLL	hsa-miR-6503-3p	7	18	18	0.5	0.343996815665766	0.656003184334234	9.99900009999e-05
8409_1	CLL	hsa-miR-29a-3p	22	381	11898.5	0.0311036925456988	0.0281066181574475	0.0342453885769576	0.0035996400359964
8541_1	CLL	hsa-miR-29a-3p	22	149	5845	0.0250166777851901	0.0212162428241329	0.0291171034690446	9.99900009999e-05
8541_1	CLL	hsa-miR-125a-5p	24	27	456	0.0577319587628866	0.0387822454263472	0.0801293883927829	9.99900009999e-05
8541_1	CLL	hsa-miR-5100	4	18	18	0.5	0.343996815665766	0.656003184334234	9.99900009999e-05
8541_1	CLL	hsa-miR-29c-3p	22	23	532	0.0430879712746858	0.027849585283282	0.0614262260775876	9.99900009999e-05
8714	CLL	hsa-miR-1260b	9	10	20	0.34375	0.192267434425978	0.51372982959275	9.99900009999e-05
8714	CLL	hsa-miR-1260b	18	10	20	0.34375	0.192267434425978	0.51372982959275	9.99900009999e-05
8714	CLL	hsa-miR-29c-3p	22	15	1216	0.0129764801297648	0.00744092637032439	0.0200019481706073	9.99900009999e-05
8714	CLL	hsa-miR-29a-3p	22	78	5766	0.0135135135135135	0.0107148153655108	0.0166272149414419	9.99900009999e-05
9098	CLL	hsa-miR-29a-3p	22	194	8160	0.023336524652944	0.0202092009758727	0.0266798948342357	9.99900009999e-05
9098	CLL	hsa-miR-5100	4	13	10	0.56	0.366430645656362	0.744469798005254	9.99900009999e-05
9098	CLL	hsa-miR-29c-3p	22	20	1085.5	0.018961625282167	0.0117855821040212	0.0277779051612718	9.99900009999e-05
SRX3584005	B_Cell	hsa-let-7f-5p	12	89	4457.33333333333	0.0197874679369733	0.0159442455538411	0.0240303946125447	9.99900009999e-05
SRX3584005	B_Cell	hsa-let-7f-5p	17	89	4457.33333333333	0.0197874679369733	0.0159442455538411	0.0240303946125447	9.99900009999e-05
SRX3584005	B_Cell	hsa-let-7b-3p	7	18	0	0.95	0.823533088193035	0.998668371195821	9.99900009999e-05
SRX3584005	B_Cell	hsa-let-7b-3p	12	18	0	0.95	0.823533088193035	0.998668371195821	9.99900009999e-05
SRX3584034	B_Cell	hsa-miR-30e-5p	21	17	684	0.0256045519203414	0.0152657069779742	0.0384905647773964	9.99900009999e-05
SRX3584038	B_Cell	hsa-let-7f-5p	17	6	186.5	0.0359897172236504	0.0146660503613889	0.0662659433362712	9.99900009999e-05
SRX3584038	B_Cell	hsa-let-7f-5p	19	6	186.5	0.0359897172236504	0.0146660503613889	0.0662659433362712	9.99900009999e-05
SRX3584042	B_Cell	hsa-miR-664a-5p	8	11	724	0.0162822252374491	0.00845234110184773	0.0265842474186032	9.99900009999e-05
SRX3584053	B_Cell	hsa-miR-181a-5p	21	24	2450	0.0100969305331179	0.00654720803419813	0.0143941651119058	0.0448955104489551
SRX3584061	B_Cell	hsa-miR-200b-3p	5	13	749	0.0183246073298429	0.0100667593741149	0.028959290349966	9.99900009999e-05
SRX3584074	B_Cell	hsa-miR-181a-5p	21	179	11193	0.0158255670828205	0.013613837150077	0.0181985119584706	9.99900009999e-05
SRX3584074	B_Cell	hsa-miR-101-3p	20	64	4950	0.0129585326953748	0.0100169727094571	0.0162675685062197	0.0154984501549845
SRX3584078	B_Cell	hsa-miR-181a-5p	9	190	3203.5	0.0562509203357385	0.0487532173621484	0.06424359971436	0.588441155884412
SRX3584086	B_Cell	hsa-miR-2110	9	10	55	0.164179104477612	0.0862479340487149	0.261041071288911	0.0353964603539646
SRX3584086	B_Cell	hsa-let-7e-5p	17	14	360.666666666667	0.0398230088495575	0.0225172945465524	0.0617378281771556	9.99900009999e-05
SRX3584086	B_Cell	hsa-let-7e-5p	19	14	360.666666666667	0.0398230088495575	0.0225172945465524	0.0617378281771556	9.99900009999e-05
SRX3584086	B_Cell	hsa-miR-26b-5p	9	17	196	0.0837209302325581	0.0506122519397812	0.124144056960911	0.233476652334767
SRX3584086	B_Cell	hsa-miR-181a-5p	9	31	450	0.0662525879917184	0.0458504494101036	0.0900511453946271	0.452154784521548
SRX3584086	B_Cell	hsa-miR-128-3p	9	13	310	0.0430769230769231	0.0238214826411798	0.0676350900941848	0.614038596140386
